,index,League,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_FH,Away_FH,Home_Win,Draw,Away_Win,Over_2_5,Under_2_5,Code_1,Code_2,Total_Goals,FH_Goals,Winner,HT_Winner
686,13577,Spa1,21,Alaves,Huesca,1,0,0,0,2650.0,3100.0,3110.0,2660,1530,3021,3055,1,0,H,D
687,13578,Spa1,21,Cadiz,Celta Vigo,0,0,0,0,3860.0,3520.0,2090.0,2300,1680,3023,3022,0,0,D,D
688,13579,Spa1,21,Betis,Bilbao,0,0,0,0,2350.0,3460.0,3260.0,2210,1740,3002,3008,0,0,D,D
689,13580,Spa1,21,Osasuna,Valencia,3,1,2,1,2710.0,3140.0,2990.0,2340,1660,3007,3019,4,3,H,H
690,13581,Spa1,21,Levante,FC Sevilla,0,1,0,0,5200.0,4220.0,1680.0,1780,2150,3016,3013,1,0,A,D
691,13582,Spa1,21,Alaves,Villarreal,2,1,1,0,4630.0,3660.0,1870.0,2160,1760,3021,3020,3,1,H,H
692,13583,Spa1,21,Cadiz,Real Madrid,0,3,0,3,8350.0,4570.0,1400.0,1850,1990,3023,3010,3,3,A,A
693,13584,Spa1,21,Elche,Valladolid,1,1,1,0,3030.0,3050.0,2750.0,2610,1550,3040,3028,2,1,D,H
694,13585,Spa1,21,Atletico,Huesca,2,0,1,0,1430.0,4690.0,8990.0,2190,1750,3003,3055,2,1,H,H
695,13586,Spa1,21,Real Sociedad,Celta Vigo,2,1,2,1,1960.0,3670.0,4160.0,1960,1940,3015,3022,3,3,H,H
696,13587,Spa1,21,Barcelona,Getafe,5,2,3,1,1230.0,6600.0,15430.0,1650,2340,3018,3012,7,4,H,H
697,13588,Spa1,21,Granada,Eibar,4,1,2,0,2430.0,3200.0,3360.0,2350,1660,3033,3039,5,2,H,H
698,13589,Spa1,21,Real Madrid,Betis,0,0,0,0,1510.0,4650.0,6700.0,1580,2530,3010,3002,0,0,D,D
699,13590,Spa1,21,Valencia,Alaves,1,1,0,0,2140.0,3300.0,3950.0,2220,1720,3019,3021,2,0,D,D
700,13591,Spa1,21,Valladolid,Cadiz,1,1,1,0,1950.0,3390.0,4630.0,2560,1560,3028,3023,2,1,D,H
701,13592,Spa1,21,Elche,Levante,1,0,1,0,2770.0,3320.0,2780.0,2130,1790,3040,3016,1,1,H,H
702,13593,Spa1,21,Bilbao,Atletico,2,1,1,0,4520.0,3400.0,1970.0,2590,1560,3008,3003,3,1,H,H
703,13594,Spa1,21,FC Sevilla,Granada,2,1,1,0,1410.0,5080.0,8250.0,1850,2060,3013,3033,3,1,H,H
704,13595,Spa1,21,Villarreal,Barcelona,1,2,1,2,4920.0,4690.0,1650.0,1490,2760,3020,3018,3,3,A,A
705,13596,Spa1,21,Celta Vigo,Osasuna,2,1,1,0,2170.0,3570.0,3550.0,2070,1850,3022,3007,3,1,H,H
706,13597,Spa1,21,Huesca,Getafe,0,2,0,1,2980.0,2940.0,2890.0,2940,1440,3055,3012,2,1,A,A
707,13598,Spa1,21,Eibar,Real Sociedad,0,1,0,1,4390.0,3630.0,1930.0,2200,1740,3039,3015,1,1,A,A
708,13599,Spa1,21,Bilbao,Valladolid,2,2,1,0,1880.0,3240.0,5410.0,2340,1660,3008,3028,4,1,D,H
709,13600,Spa1,21,Barcelona,Granada,1,2,1,0,1150.0,9090.0,19200.0,1310,3610,3018,3033,3,1,A,H
710,13601,Spa1,21,Celta Vigo,Levante,2,0,0,0,1800.0,3780.0,4910.0,1760,2170,3022,3016,2,0,H,D
711,13602,Spa1,21,Real Madrid,Osasuna,2,0,0,0,1360.0,4750.0,8500.0,1730,2100,3010,3007,2,0,H,D
712,13603,Spa1,21,Eibar,Alaves,3,0,1,0,2550.0,3000.0,3000.0,2550,1500,3039,3021,3,1,H,H
713,13604,Spa1,21,Elche,Atletico,0,1,0,1,9000.0,4330.0,1400.0,1950,1750,3040,3003,1,1,A,A
714,13605,Spa1,21,Huesca,Real Sociedad,1,0,0,0,3800.0,3500.0,1950.0,2000,1800,3055,3015,1,0,H,D
715,13606,Spa1,21,Valencia,Barcelona,2,3,0,0,7060.0,5490.0,1420.0,1410,3060,3019,3018,5,0,A,D
716,13607,Spa1,21,Villarreal,Getafe,1,0,0,0,2220.0,3060.0,4100.0,2590,1560,3020,3012,1,0,H,D
717,13608,Spa1,21,Valladolid,Betis,1,1,0,0,3300.0,3580.0,2270.0,2060,1850,3028,3002,2,0,D,D
718,13609,Spa1,21,Granada,Cadiz,0,1,0,1,1870.0,3460.0,4990.0,2320,1670,3033,3023,1,1,A,A
719,13610,Spa1,21,FC Sevilla,Bilbao,0,1,0,0,1630.0,4030.0,6170.0,2120,1790,3013,3008,1,0,A,D
720,13611,Spa1,21,Real Sociedad,Elche,2,0,0,0,1530.0,3750.0,6500.0,2100,1720,3015,3040,2,0,H,D
721,13612,Spa1,21,Bilbao,Osasuna,2,2,1,1,1810.0,3740.0,4900.0,2320,1670,3008,3007,4,2,D,D
722,13613,Spa1,21,Barcelona,Atletico,0,0,0,0,1840.0,3740.0,4670.0,1930,1970,3018,3003,0,0,D,D
723,13614,Spa1,21,Alaves,Levante,2,2,1,2,2240.0,3330.0,3620.0,2150,1780,3021,3016,4,3,D,A
724,13615,Spa1,21,Cadiz,Huesca,2,1,2,1,3660.0,3350.0,2220.0,2550,1570,3023,3055,3,3,H,H
725,13616,Spa1,21,Real Madrid,FC Sevilla,2,2,0,1,1950.0,3790.0,4030.0,1990,1920,3010,3013,4,1,D,A
726,13617,Spa1,21,Getafe,Eibar,0,1,0,0,2260.0,3160.0,3810.0,2880,1470,3012,3039,1,0,A,D
727,13618,Spa1,21,Valencia,Valladolid,3,0,1,0,2160.0,3240.0,3990.0,2110,1800,3019,3028,3,1,H,H
728,13619,Spa1,21,Villarreal,Celta Vigo,2,4,1,3,1960.0,3890.0,3910.0,1870,2050,3020,3022,6,4,A,A
729,13620,Spa1,21,Betis,Granada,2,1,1,0,1820.0,3720.0,4870.0,1990,1920,3002,3033,3,1,H,H
730,13621,Spa1,21,Osasuna,Cadiz,3,2,1,0,2010.0,3460.0,4230.0,2240,1720,3007,3023,5,1,H,H
731,13622,Spa1,21,Levante,Barcelona,3,3,0,2,11550.0,7800.0,1220.0,1270,3940,3016,3018,6,2,D,A
732,13623,Spa1,21,Elche,Alaves,0,2,0,1,2970.0,3120.0,2740.0,2680,1520,3040,3021,2,1,A,A
733,13624,Spa1,21,Atletico,Real Sociedad,2,1,2,0,1620.0,4040.0,6230.0,2150,1770,3003,3015,3,2,H,H
734,13625,Spa1,21,FC Sevilla,Valencia,1,0,0,0,1470.0,4820.0,7210.0,1680,2290,3013,3019,1,0,H,D
735,13626,Spa1,21,Celta Vigo,Getafe,1,0,1,0,2490.0,3240.0,3210.0,2430,1620,3022,3012,1,1,H,H
736,13627,Spa1,21,Huesca,Bilbao,1,0,0,0,2670.0,3240.0,2950.0,2470,1600,3055,3008,1,0,H,D
737,13628,Spa1,21,Valladolid,Villarreal,0,2,0,0,3950.0,3680.0,2000.0,1940,1960,3028,3020,2,0,A,D
738,13629,Spa1,21,Granada,Real Madrid,1,4,0,2,7910.0,5230.0,1410.0,1690,2280,3033,3010,5,2,A,A
739,13630,Spa1,21,Eibar,Betis,1,1,0,1,2860.0,3480.0,2600.0,2110,1800,3039,3002,2,1,D,A
740,13631,Spa1,21,Betis,Huesca,1,0,0,0,1940.0,3740.0,4060.0,2070,1850,3002,3055,1,0,H,D
741,13632,Spa1,21,Atletico,Osasuna,2,1,0,0,1200.0,7120.0,16900.0,1730,2200,3003,3007,3,0,H,D
742,13633,Spa1,21,Bilbao,Real Madrid,0,1,0,0,6110.0,4460.0,1560.0,1770,2160,3008,3010,1,0,A,D
743,13634,Spa1,21,Getafe,Levante,2,1,1,1,1560.0,4330.0,6440.0,2210,1740,3012,3016,3,2,H,D
744,13635,Spa1,21,Real Sociedad,Valladolid,4,1,4,0,1620.0,4000.0,6240.0,2030,1880,3015,3028,5,4,H,H
745,13636,Spa1,21,Barcelona,Celta Vigo,1,2,1,1,1250.0,6850.0,11550.0,1320,3560,3018,3022,3,2,A,D
746,13637,Spa1,21,Valencia,Eibar,4,1,3,1,3040.0,3500.0,2410.0,2060,1860,3019,3039,5,4,H,H
747,13638,Spa1,21,Villarreal,FC Sevilla,4,0,1,0,2470.0,3570.0,2900.0,1930,1970,3020,3013,4,1,H,H
748,13639,Spa1,21,Alaves,Granada,4,2,2,1,1930.0,3530.0,4350.0,2380,1650,3021,3033,6,3,H,H
749,13640,Spa1,21,Cadiz,Elche,1,3,1,0,3430.0,3220.0,2340.0,2350,1660,3023,3040,4,1,A,H
750,13641,Spa1,21,Levante,Cadiz,2,2,1,2,1760.0,4290.0,4370.0,1520,2680,3016,3023,4,3,D,A
751,13642,Spa1,21,Osasuna,Real Sociedad,0,1,0,0,6230.0,4630.0,1540.0,1640,2390,3007,3015,1,0,A,D
752,13643,Spa1,21,Real Madrid,Villarreal,2,1,0,1,1600.0,4650.0,5430.0,1550,2610,3010,3020,3,1,H,A
753,13644,Spa1,21,Celta Vigo,Betis,2,3,1,0,3290.0,3730.0,2220.0,1780,2140,3022,3002,5,1,A,H
754,13645,Spa1,21,Valladolid,Atletico,1,2,1,0,9260.0,5940.0,1330.0,1640,2400,3028,3003,3,1,A,H
755,13646,Spa1,21,Eibar,Barcelona,0,1,0,0,5090.0,4800.0,1600.0,1400,2750,3039,3018,1,0,A,D
756,13647,Spa1,21,Elche,Bilbao,2,0,1,0,2140.0,3600.0,3610.0,2040,1870,3040,3008,2,1,H,H
757,13648,Spa1,21,Huesca,Valencia,0,0,0,0,1740.0,4100.0,4860.0,1900,2010,3055,3019,0,0,D,D
758,13649,Spa1,21,FC Sevilla,Alaves,1,0,0,0,1540.0,4440.0,6620.0,1600,2480,3013,3021,1,0,H,D
759,13650,Spa1,21,Granada,Getafe,0,0,0,0,2870.0,3410.0,2630.0,2000,1910,3033,3012,0,0,D,D
760,13651,Spa1,22,Valencia,Getafe,1,0,1,0,2460.0,3260.0,3230.0,2580,1560,3019,3012,1,1,H,H
761,13652,Spa1,22,Osasuna,Espanyol,0,0,0,0,2310.0,3340.0,3440.0,2460,1610,3007,3005,0,0,D,D
762,13653,Spa1,22,Mallorca,Betis,1,1,1,0,3300.0,3270.0,2420.0,2170,1760,3009,3002,2,1,D,H
763,13654,Spa1,22,Alaves,Real Madrid,1,4,0,0,7380.0,4630.0,1480.0,1820,2080,3021,3010,5,0,A,D
764,13655,Spa1,22,Cadiz,Levante,1,1,0,1,2860.0,3260.0,2740.0,2190,1750,3023,3016,2,1,D,A
765,13656,Spa1,22,FC Sevilla,Vallecano,3,0,1,0,1460.0,4580.0,8180.0,2000,1910,3013,3034,3,1,H,H
766,13657,Spa1,22,Barcelona,Real Sociedad,4,2,2,0,1680.0,4350.0,4960.0,1640,2380,3018,3015,6,2,H,H
767,13658,Spa1,22,Celta Vigo,Atletico,1,2,0,1,4260.0,3190.0,2110.0,2400,1630,3022,3003,3,1,A,A
768,13659,Spa1,22,Villarreal,Granada,0,0,0,0,1550.0,4360.0,6610.0,1900,2010,3020,3033,0,0,D,D
769,13660,Spa1,22,Elche,Bilbao,0,0,0,0,3950.0,3350.0,2120.0,2450,1610,3040,3008,0,0,D,D
770,13661,Spa1,22,Betis,Cadiz,1,1,1,1,1580.0,4070.0,6820.0,2120,1790,3002,3023,2,2,D,D
771,13662,Spa1,22,Espanyol,Villarreal,0,0,0,0,3220.0,3460.0,2360.0,2230,1720,3005,3020,0,0,D,D
772,13663,Spa1,22,Bilbao,Barcelona,1,1,0,0,4340.0,3720.0,1910.0,1850,2070,3008,3018,2,0,D,D
773,13664,Spa1,22,Alaves,Mallorca,0,1,0,0,2330.0,3240.0,3510.0,2570,1560,3021,3009,1,0,A,D
774,13665,Spa1,22,Granada,Valencia,1,1,1,0,2600.0,3320.0,2980.0,2340,1660,3033,3019,2,1,D,H
775,13666,Spa1,22,Atletico,Elche,1,0,1,0,1250.0,6010.0,17810.0,1970,1930,3003,3040,1,1,H,H
776,13667,Spa1,22,Real Sociedad,Vallecano,1,0,0,0,1460.0,4600.0,8050.0,1780,2140,3015,3034,1,0,H,D
777,13668,Spa1,22,Levante,Real Madrid,3,3,0,1,5140.0,4470.0,1650.0,1610,2450,3016,3010,6,1,D,A
778,13669,Spa1,22,Osasuna,Celta Vigo,0,0,0,0,2810.0,3170.0,2850.0,2270,1700,3007,3022,0,0,D,D
779,13670,Spa1,22,Getafe,FC Sevilla,0,1,0,0,3620.0,3120.0,2350.0,2790,1490,3012,3013,1,0,A,D
780,13671,Spa1,22,Mallorca,Espanyol,1,0,1,0,2680.0,3000.0,3170.0,2790,1490,3009,3005,1,1,H,H
781,13672,Spa1,22,Valencia,Alaves,3,0,2,0,1810.0,3740.0,4870.0,2180,1760,3019,3021,3,2,H,H
782,13673,Spa1,22,Betis,Real Madrid,0,1,0,0,3970.0,3840.0,1960.0,1690,2290,3002,3010,1,0,A,D
783,13674,Spa1,22,Real Sociedad,Levante,1,0,1,0,1560.0,4390.0,6390.0,1760,2170,3015,3016,1,1,H,H
784,13675,Spa1,22,Celta Vigo,Bilbao,0,1,0,1,2580.0,3210.0,3100.0,2360,1650,3022,3008,1,1,A,A
785,13676,Spa1,22,Elche,FC Sevilla,1,1,1,1,5280.0,3460.0,1830.0,2380,1640,3040,3013,2,2,D,D
786,13677,Spa1,22,Atletico,Villarreal,2,2,0,0,1810.0,3440.0,5510.0,2320,1680,3003,3020,4,0,D,D
787,13678,Spa1,22,Barcelona,Getafe,2,1,2,1,1420.0,4830.0,8890.0,1760,2170,3018,3012,3,3,H,H
788,13679,Spa1,22,Cadiz,Osasuna,2,3,1,0,3240.0,3090.0,2560.0,2670,1530,3023,3007,5,1,A,H
789,13680,Spa1,22,Vallecano,Granada,4,0,3,0,2640.0,3300.0,2950.0,2320,1670,3034,3033,4,3,H,H
790,13681,Spa1,22,Bilbao,Mallorca,2,0,0,0,1760.0,3640.0,5540.0,2520,1580,3008,3009,2,0,H,D
791,13682,Spa1,22,Levante,Vallecano,1,1,1,0,2130.0,3490.0,3750.0,2030,1880,3016,3034,2,1,D,H
792,13683,Spa1,22,Espanyol,Atletico,1,2,1,0,4470.0,3500.0,1940.0,2480,1600,3005,3003,3,1,A,H
793,13684,Spa1,22,Osasuna,Valencia,1,4,1,1,2490.0,3170.0,3280.0,2400,1630,3007,3019,5,2,A,D
794,13685,Spa1,22,Real Madrid,Celta Vigo,5,2,1,2,1400.0,5260.0,8220.0,1560,2570,3010,3022,7,3,H,A
795,13686,Spa1,22,Cadiz,Real Sociedad,0,2,0,0,5480.0,3570.0,1780.0,2260,1700,3023,3015,2,0,A,D
796,13687,Spa1,22,Getafe,Elche,0,1,0,0,1930.0,3290.0,5000.0,2880,1450,3012,3040,1,0,A,D
797,13688,Spa1,22,Granada,Betis,1,2,0,1,3160.0,3270.0,2500.0,2280,1690,3033,3002,3,1,A,A
798,13689,Spa1,22,Celta Vigo,Cadiz,1,2,0,2,1530.0,4000.0,7000.0,2000,1800,3022,3023,3,2,A,A
799,13690,Spa1,22,Atletico,Bilbao,0,0,0,0,1670.0,3640.0,6610.0,2480,1600,3003,3008,0,0,D,D
800,13691,Spa1,22,Alaves,Osasuna,0,2,0,2,3210.0,3060.0,2600.0,2650,1540,3021,3007,2,2,A,A
801,13692,Spa1,22,Vallecano,Getafe,3,0,1,0,2380.0,3060.0,3640.0,2710,1520,3034,3012,3,1,H,H
802,13693,Spa1,22,Elche,Levante,1,1,1,0,2540.0,3150.0,3220.0,2450,1610,3040,3016,2,1,D,H
803,13694,Spa1,22,Betis,Espanyol,2,2,2,1,2050.0,3380.0,4170.0,2290,1690,3002,3005,4,3,D,H
804,13695,Spa1,22,Mallorca,Villarreal,0,0,0,0,3840.0,3270.0,2190.0,2400,1630,3009,3020,0,0,D,D
805,13696,Spa1,22,Real Sociedad,FC Sevilla,0,0,0,0,2740.0,3200.0,2910.0,2340,1660,3015,3013,0,0,D,D
806,13697,Spa1,22,Valencia,Real Madrid,1,2,0,0,3840.0,4020.0,1940.0,1740,2200,3019,3010,3,0,A,D
807,13698,Spa1,22,Barcelona,Granada,1,1,0,1,1310.0,5840.0,11030.0,1530,2650,3018,3033,2,1,D,A
808,13699,Spa1,22,Bilbao,Vallecano,1,2,1,1,1930.0,3500.0,4540.0,2250,1710,3008,3034,3,2,A,D
809,13700,Spa1,22,Getafe,Atletico,1,2,1,0,6200.0,3490.0,1740.0,2830,1480,3012,3003,3,1,A,H
810,13701,Spa1,22,Levante,Celta Vigo,0,2,0,0,2700.0,3440.0,2780.0,1960,1940,3016,3022,2,0,A,D
811,13702,Spa1,22,Espanyol,Alaves,1,0,0,0,1850.0,3300.0,5000.0,2400,1500,3005,3021,1,0,H,D
812,13703,Spa1,22,Real Madrid,Mallorca,6,1,3,1,1220.0,5500.0,11000.0,1570,2250,3010,3009,7,4,H,H
813,13704,Spa1,22,FC Sevilla,Valencia,3,1,3,1,1620.0,3900.0,6000.0,2100,1730,3013,3019,4,4,H,H
814,13705,Spa1,22,Villarreal,Elche,4,1,2,1,1470.0,4200.0,7000.0,2150,1670,3020,3040,5,3,H,H
815,13706,Spa1,22,Osasuna,Betis,1,3,1,1,2350.0,3390.0,3320.0,2200,1740,3007,3002,4,2,A,D
816,13707,Spa1,22,Cadiz,Barcelona,0,0,0,0,6410.0,4440.0,1550.0,1690,2290,3023,3018,0,0,D,D
817,13708,Spa1,22,Granada,Real Sociedad,2,3,1,0,4000.0,3450.0,2070.0,2130,1790,3033,3015,5,1,A,H
818,13709,Spa1,22,Real Madrid,Villarreal,0,0,0,0,1510.0,4890.0,6320.0,1630,2420,3010,3020,0,0,D,D
819,13710,Spa1,22,FC Sevilla,Espanyol,2,0,1,0,1610.0,3940.0,6740.0,2300,1680,3013,3005,2,1,H,H
820,13711,Spa1,22,Valencia,Bilbao,1,1,0,0,2810.0,3210.0,2830.0,2380,1640,3019,3008,2,0,D,D
821,13712,Spa1,22,Alaves,Atletico,1,0,1,0,7600.0,4000.0,1550.0,2360,1650,3021,3003,1,1,H,H
822,13713,Spa1,22,Betis,Getafe,2,0,1,0,1780.0,3790.0,5010.0,2290,1690,3002,3012,2,1,H,H
823,13714,Spa1,22,Mallorca,Osasuna,2,3,2,1,2800.0,3150.0,2880.0,2510,1590,3009,3007,5,3,A,H
824,13715,Spa1,22,Real Sociedad,Elche,1,0,0,0,1480.0,4370.0,8340.0,2130,1790,3015,3040,1,0,H,D
825,13716,Spa1,22,Barcelona,Levante,3,0,2,0,1470.0,4950.0,7060.0,1590,2500,3018,3016,3,2,H,H
826,13717,Spa1,22,Vallecano,Cadiz,3,1,2,1,1690.0,3730.0,6080.0,2210,1740,3034,3023,4,3,H,H
827,13718,Spa1,22,Celta Vigo,Granada,1,0,0,0,1640.0,4150.0,5790.0,1930,1980,3022,3033,1,0,H,D
828,13719,Spa1,22,Bilbao,Alaves,1,0,1,0,1580.0,3990.0,7060.0,2310,1680,3008,3021,1,1,H,H
829,13720,Spa1,22,Atletico,Barcelona,2,0,2,0,1890.0,3630.0,4560.0,2040,1870,3003,3018,2,2,H,H
830,13721,Spa1,22,Osasuna,Vallecano,1,0,0,0,2250.0,3370.0,3560.0,2180,1750,3007,3034,1,0,H,D
831,13722,Spa1,22,Mallorca,Levante,1,0,0,0,2230.0,3440.0,3540.0,2260,1700,3009,3016,1,0,H,D
832,13723,Spa1,22,Cadiz,Valencia,0,0,0,0,3410.0,3120.0,2450.0,2580,1560,3023,3019,0,0,D,D
833,13724,Spa1,22,Espanyol,Real Madrid,2,1,1,0,5350.0,4160.0,1680.0,1760,2170,3005,3010,3,1,H,H
834,13725,Spa1,22,Getafe,Real Sociedad,1,1,1,0,3820.0,3210.0,2230.0,2750,1500,3012,3015,2,1,D,H
835,13726,Spa1,22,Villarreal,Betis,2,0,1,0,2030.0,3830.0,3720.0,1890,2010,3020,3002,2,1,H,H
836,13727,Spa1,22,Granada,FC Sevilla,1,0,1,0,5400.0,3680.0,1760.0,2270,1700,3033,3013,1,1,H,H
837,13728,Spa1,22,Elche,Celta Vigo,1,0,0,0,3410.0,3180.0,2420.0,2390,1640,3040,3022,1,0,H,D
838,13729,Spa1,22,Real Sociedad,Mallorca,1,0,0,0,1520.0,4260.0,7460.0,2020,1890,3015,3009,1,0,H,D
839,13730,Spa1,22,Levante,Getafe,0,0,0,0,2450.0,2870.0,3770.0,2960,1440,3016,3012,0,0,D,D
840,13731,Spa1,22,Barcelona,Valencia,3,1,2,1,1440.0,4500.0,6500.0,1500,2400,3018,3019,4,3,H,H
841,13732,Spa1,22,Villarreal,Osasuna,1,2,0,1,1500.0,4000.0,6500.0,1800,1910,3020,3007,3,1,A,A
842,13733,Spa1,22,Celta Vigo,FC Sevilla,0,1,0,0,2750.0,3100.0,2630.0,2300,1600,3022,3013,1,0,A,D
843,13734,Spa1,22,Vallecano,Elche,2,1,1,1,1750.0,3200.0,5000.0,2400,1500,3034,3040,3,2,H,D
844,13735,Spa1,22,Espanyol,Cadiz,2,0,1,0,1680.0,3840.0,5970.0,2230,1720,3005,3023,2,1,H,H
845,13736,Spa1,22,Alaves,Betis,0,1,0,0,3630.0,3350.0,2230.0,2120,1800,3021,3002,1,0,A,D
846,13737,Spa1,22,Osasuna,Granada,1,1,1,0,1800.0,3580.0,5290.0,2220,1720,3007,3033,2,1,D,H
847,13738,Spa1,22,Bilbao,Villarreal,2,1,1,1,2600.0,3260.0,3030.0,2120,1790,3008,3020,3,2,H,D
848,13739,Spa1,22,Valencia,Mallorca,2,2,0,2,1820.0,3540.0,5220.0,2200,1740,3019,3009,4,2,D,A
849,13740,Spa1,22,Cadiz,Alaves,0,2,0,1,2600.0,2960.0,3340.0,2730,1510,3023,3021,2,1,A,A
850,13741,Spa1,22,Elche,Espanyol,2,2,1,0,2670.0,3030.0,3160.0,2660,1530,3040,3005,4,1,D,H
851,13742,Spa1,22,Betis,Vallecano,3,2,2,1,1790.0,3800.0,4910.0,1930,1970,3002,3034,5,3,H,H
852,13743,Spa1,22,Atletico,Real Sociedad,2,2,0,1,1720.0,3660.0,5900.0,2170,1760,3003,3015,4,1,D,A
853,13744,Spa1,22,FC Sevilla,Levante,5,3,3,1,1510.0,4290.0,7730.0,2050,1870,3013,3016,8,4,H,H
854,13745,Spa1,22,Barcelona,Real Madrid,1,2,0,1,2460.0,3830.0,2820.0,1560,2570,3018,3010,3,1,A,A
855,13746,Spa1,22,Getafe,Celta Vigo,0,3,0,0,2830.0,2950.0,3040.0,2800,1490,3012,3022,3,0,A,D
856,13747,Spa1,22,Espanyol,Bilbao,1,1,1,0,2960.0,3170.0,2710.0,2290,1690,3005,3008,2,1,D,H
857,13748,Spa1,22,Villarreal,Cadiz,3,3,1,2,1350.0,5290.0,10340.0,1750,2180,3020,3023,6,3,D,A
858,13749,Spa1,22,Alaves,Elche,1,0,0,0,2270.0,3010.0,3990.0,2830,1480,3021,3040,1,0,H,D
859,13750,Spa1,22,Betis,Valencia,4,1,2,1,1940.0,3670.0,4220.0,1850,2060,3002,3019,5,3,H,H
860,13751,Spa1,22,Mallorca,FC Sevilla,1,1,1,0,5200.0,3290.0,1890.0,2640,1540,3009,3013,2,1,D,H
861,13752,Spa1,22,Real Madrid,Osasuna,0,0,0,0,1290.0,6180.0,10050.0,1560,2540,3010,3007,0,0,D,D
862,13753,Spa1,22,Vallecano,Barcelona,1,0,1,0,4310.0,3710.0,1920.0,1810,2100,3034,3018,1,1,H,H
863,13754,Spa1,22,Levante,Atletico,2,2,1,1,6990.0,4150.0,1560.0,1970,1930,3016,3003,4,2,D,D
864,13755,Spa1,22,Celta Vigo,Real Sociedad,0,2,0,0,3030.0,3240.0,2610.0,2200,1740,3022,3015,2,0,A,D
865,13756,Spa1,22,Granada,Getafe,1,1,0,1,2390.0,2940.0,3780.0,3010,1430,3033,3012,2,1,D,A
866,13757,Spa1,22,FC Sevilla,Osasuna,2,0,1,0,1520.0,4250.0,7480.0,2150,1780,3013,3007,2,1,H,H
867,13758,Spa1,22,Barcelona,Alaves,1,1,0,0,1260.0,6610.0,12030.0,1520,2660,3018,3021,2,0,D,D
868,13759,Spa1,22,Valencia,Villarreal,2,0,1,0,3080.0,3250.0,2560.0,2060,1850,3019,3020,2,1,H,H
869,13760,Spa1,22,Elche,Real Madrid,1,2,0,1,6850.0,4370.0,1540.0,1850,2060,3040,3010,3,1,A,A
870,13761,Spa1,22,Atletico,Betis,3,0,1,0,1500.0,4410.0,7680.0,1970,1930,3003,3002,3,1,H,H
871,13762,Spa1,22,Getafe,Espanyol,2,1,1,1,2660.0,2950.0,3260.0,2980,1430,3012,3005,3,2,H,D
872,13763,Spa1,22,Real Sociedad,Bilbao,1,1,0,0,2200.0,3220.0,3900.0,2330,1670,3015,3008,2,0,D,D
873,13764,Spa1,22,Cadiz,Mallorca,1,1,0,1,2820.0,3010.0,2980.0,2700,1520,3023,3009,2,1,D,A
874,13765,Spa1,22,Levante,Granada,0,3,0,2,2050.0,3250.0,3900.0,2100,1720,3016,3033,3,2,A,A
875,13766,Spa1,22,Vallecano,Celta Vigo,0,0,0,0,2250.0,3100.0,3500.0,2500,1530,3034,3022,0,0,D,D
876,13767,Spa1,22,Bilbao,Cadiz,0,1,0,1,1390.0,4930.0,9730.0,1880,2030,3008,3023,1,1,A,A
877,13768,Spa1,22,Espanyol,Granada,2,0,2,0,1890.0,3540.0,4690.0,2070,1850,3005,3033,2,2,H,H
878,13769,Spa1,22,Real Madrid,Vallecano,2,1,2,0,1360.0,5590.0,8870.0,1650,2370,3010,3034,3,2,H,H
879,13770,Spa1,22,Alaves,Levante,2,1,0,1,2390.0,3200.0,3440.0,2310,1680,3021,3016,3,1,H,A
880,13771,Spa1,22,Celta Vigo,Barcelona,3,3,0,3,3900.0,3540.0,2070.0,2020,1890,3022,3018,6,3,D,A
881,13772,Spa1,22,Betis,FC Sevilla,0,2,0,0,2970.0,3220.0,2670.0,2240,1710,3002,3013,2,0,A,D
882,13773,Spa1,22,Osasuna,Real Sociedad,0,2,0,0,3350.0,3230.0,2420.0,2410,1630,3007,3015,2,0,A,D
883,13774,Spa1,22,Mallorca,Elche,2,2,0,0,2140.0,3070.0,4360.0,2720,1510,3009,3040,4,0,D,D
884,13775,Spa1,22,Valencia,Atletico,3,3,0,1,4670.0,3210.0,2010.0,2580,1560,3019,3003,6,1,D,A
885,13776,Spa1,22,Villarreal,Getafe,1,0,1,0,1490.0,4220.0,8440.0,2110,1810,3020,3012,1,1,H,H
886,13777,Spa1,22,Levante,Bilbao,0,0,0,0,3640.0,3260.0,2270.0,2340,1660,3016,3008,0,0,D,D
887,13778,Spa1,22,Atletico,Osasuna,1,0,0,0,1470.0,4280.0,8860.0,2210,1740,3003,3007,1,0,H,D
888,13779,Spa1,22,FC Sevilla,Alaves,2,2,1,2,1470.0,4210.0,9100.0,2230,1720,3013,3021,4,3,D,A
889,13780,Spa1,22,Barcelona,Espanyol,1,0,0,0,1450.0,4690.0,8050.0,1720,2240,3018,3005,1,0,H,D
890,13781,Spa1,22,Celta Vigo,Villarreal,1,1,0,1,2480.0,3310.0,3170.0,2280,1690,3022,3020,2,1,D,A
891,13782,Spa1,22,Getafe,Cadiz,4,0,1,0,2100.0,3040.0,4590.0,2970,1430,3012,3023,4,1,H,H
892,13783,Spa1,22,Real Sociedad,Valencia,0,0,0,0,1570.0,4310.0,6310.0,1850,2070,3015,3019,0,0,D,D
893,13784,Spa1,22,Granada,Real Madrid,1,4,1,2,7250.0,4910.0,1460.0,1610,2460,3033,3010,5,3,A,A
894,13785,Spa1,22,Elche,Betis,0,3,0,3,3360.0,3170.0,2440.0,2130,1790,3040,3002,3,3,A,A
