Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	600
Conversion Gain:	4096
Coarse Gain:	1
Fine Gain:	1.00
Upper Discriminator:	60567
Lower Discriminator:	839
Calibration Coefficients:	59.5625	14.4375
Calibration Channels:	97	177
Calibration Energies:	1460.0	2615.0
Elapsed Real Time:	670234.4
Elapsed Live Time:	670186.76
Start Time:	February 20, 2020, 06:04:09
End Time:	February 20, 2020, 06:03:30
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
1360	19694.5625	220
1361	19709.0	173
1362	19723.4375	196
1363	19737.875	201
1364	19752.3125	211
1365	19766.75	224
1366	19781.1875	211
1367	19795.625	186
1368	19810.0625	217
1369	19824.5	202
1370	19838.9375	208
1371	19853.375	183
1372	19867.8125	206
1373	19882.25	213
1374	19896.6875	208
1375	19911.125	189
1376	19925.5625	196
1377	19940.0	203
1378	19954.4375	192
1379	19968.875	205
1380	19983.3125	190
1381	19997.75	181
1382	20012.1875	205
1383	20026.625	182
1384	20041.0625	184
1385	20055.5	208
1386	20069.9375	178
1387	20084.375	175
1388	20098.8125	199
1389	20113.25	208
1390	20127.6875	185
1391	20142.125	181
1392	20156.5625	188
1393	20171.0	201
1394	20185.4375	192
1395	20199.875	218
1396	20214.3125	185
1397	20228.75	158
1398	20243.1875	196
1399	20257.625	175
1400	20272.0625	212
1401	20286.5	188
1402	20300.9375	192
1403	20315.375	200
1404	20329.8125	175
1405	20344.25	171
1406	20358.6875	184
1407	20373.125	190
1408	20387.5625	183
1409	20402.0	161
1410	20416.4375	194
1411	20430.875	191
1412	20445.3125	190
1413	20459.75	187
1414	20474.1875	196
1415	20488.625	196
1416	20503.0625	182
1417	20517.5	196
1418	20531.9375	197
1419	20546.375	154
1420	20560.8125	199
1421	20575.25	179
1422	20589.6875	184
1423	20604.125	174
1424	20618.5625	152
1425	20633.0	161
1426	20647.4375	170
1427	20661.875	183
1428	20676.3125	164
1429	20690.75	188
1430	20705.1875	147
1431	20719.625	170
1432	20734.0625	193
1433	20748.5	154
1434	20762.9375	181
1435	20777.375	163
1436	20791.8125	168
1437	20806.25	162
1438	20820.6875	157
1439	20835.125	170
1440	20849.5625	177
1441	20864.0	139
1442	20878.4375	164
1443	20892.875	168
1444	20907.3125	166
1445	20921.75	152
1446	20936.1875	179
1447	20950.625	203
1448	20965.0625	168
1449	20979.5	157
1450	20993.9375	197
1451	21008.375	152
1452	21022.8125	178
1453	21037.25	158
1454	21051.6875	159
1455	21066.125	171
1456	21080.5625	181
1457	21095.0	185
1458	21109.4375	149
1459	21123.875	155
1460	21138.3125	166
1461	21152.75	144
1462	21167.1875	188
1463	21181.625	157
1464	21196.0625	169
1465	21210.5	166
1466	21224.9375	177
1467	21239.375	152
1468	21253.8125	145
1469	21268.25	156
1470	21282.6875	170
1471	21297.125	133
1472	21311.5625	165
1473	21326.0	154
1474	21340.4375	164
1475	21354.875	164
1476	21369.3125	162
1477	21383.75	144
1478	21398.1875	154
1479	21412.625	143
1480	21427.0625	168
1481	21441.5	140
1482	21455.9375	161
1483	21470.375	138
1484	21484.8125	155
1485	21499.25	148
1486	21513.6875	156
1487	21528.125	177
1488	21542.5625	145
1489	21557.0	138
1490	21571.4375	152
1491	21585.875	136
1492	21600.3125	138
1493	21614.75	128
1494	21629.1875	155
1495	21643.625	156
1496	21658.0625	140
1497	21672.5	139
1498	21686.9375	149
1499	21701.375	132
1500	21715.8125	123
1501	21730.25	133
1502	21744.6875	141
1503	21759.125	141
1504	21773.5625	149
1505	21788.0	121
1506	21802.4375	137
1507	21816.875	116
1508	21831.3125	153
1509	21845.75	115
1510	21860.1875	128
1511	21874.625	149
1512	21889.0625	113
1513	21903.5	138
1514	21917.9375	134
1515	21932.375	129
1516	21946.8125	132
1517	21961.25	148
1518	21975.6875	152
1519	21990.125	144
1520	22004.5625	127
1521	22019.0	143
1522	22033.4375	130
1523	22047.875	121
1524	22062.3125	122
1525	22076.75	103
1526	22091.1875	130
1527	22105.625	114
1528	22120.0625	117
1529	22134.5	138
1530	22148.9375	126
1531	22163.375	136
1532	22177.8125	123
1533	22192.25	108
1534	22206.6875	118
1535	22221.125	126
1536	22235.5625	123
1537	22250.0	127
1538	22264.4375	129
1539	22278.875	116
1540	22293.3125	122
1541	22307.75	118
1542	22322.1875	133
1543	22336.625	122
1544	22351.0625	116
1545	22365.5	126
1546	22379.9375	130
1547	22394.375	138
1548	22408.8125	124
1549	22423.25	140
1550	22437.6875	126
1551	22452.125	146
1552	22466.5625	113
1553	22481.0	98
1554	22495.4375	107
1555	22509.875	138
1556	22524.3125	120
1557	22538.75	111
1558	22553.1875	131
1559	22567.625	112
1560	22582.0625	112
1561	22596.5	116
1562	22610.9375	106
1563	22625.375	97
1564	22639.8125	101
1565	22654.25	96
1566	22668.6875	118
1567	22683.125	125
1568	22697.5625	106
1569	22712.0	92
1570	22726.4375	109
1571	22740.875	112
1572	22755.3125	119
1573	22769.75	129
1574	22784.1875	107
1575	22798.625	112
1576	22813.0625	108
1577	22827.5	106
1578	22841.9375	87
1579	22856.375	95
1580	22870.8125	118
1581	22885.25	125
1582	22899.6875	103
1583	22914.125	126
1584	22928.5625	115
1585	22943.0	101
1586	22957.4375	110
1587	22971.875	101
1588	22986.3125	93
1589	23000.75	126
1590	23015.1875	92
1591	23029.625	102
1592	23044.0625	93
1593	23058.5	105
1594	23072.9375	108
1595	23087.375	123
1596	23101.8125	91
1597	23116.25	103
1598	23130.6875	105
1599	23145.125	92
1600	23159.5625	84
1601	23174.0	86
1602	23188.4375	100
1603	23202.875	97
1604	23217.3125	101
1605	23231.75	95
1606	23246.1875	106
1607	23260.625	98
1608	23275.0625	110
1609	23289.5	88
1610	23303.9375	82
1611	23318.375	97
1612	23332.8125	115
1613	23347.25	86
1614	23361.6875	109
1615	23376.125	92
1616	23390.5625	93
1617	23405.0	115
1618	23419.4375	96
1619	23433.875	105
1620	23448.3125	100
1621	23462.75	85
1622	23477.1875	94
1623	23491.625	83
1624	23506.0625	78
1625	23520.5	92
1626	23534.9375	87
1627	23549.375	100
1628	23563.8125	110
1629	23578.25	96
1630	23592.6875	98
1631	23607.125	93
1632	23621.5625	89
1633	23636.0	98
1634	23650.4375	97
1635	23664.875	80
1636	23679.3125	85
1637	23693.75	96
1638	23708.1875	87
1639	23722.625	80
1640	23737.0625	91
1641	23751.5	89
1642	23765.9375	80
1643	23780.375	98
1644	23794.8125	85
1645	23809.25	101
1646	23823.6875	87
1647	23838.125	81
1648	23852.5625	81
1649	23867.0	79
1650	23881.4375	72
1651	23895.875	85
1652	23910.3125	77
1653	23924.75	99
1654	23939.1875	91
1655	23953.625	91
1656	23968.0625	78
1657	23982.5	103
1658	23996.9375	92
1659	24011.375	79
1660	24025.8125	72
1661	24040.25	72
1662	24054.6875	78
1663	24069.125	74
1664	24083.5625	89
1665	24098.0	73
1666	24112.4375	74
1667	24126.875	74
1668	24141.3125	79
1669	24155.75	73
1670	24170.1875	81
1671	24184.625	98
1672	24199.0625	85
1673	24213.5	84
1674	24227.9375	86
1675	24242.375	61
1676	24256.8125	86
1677	24271.25	71
1678	24285.6875	81
1679	24300.125	82
1680	24314.5625	97
1681	24329.0	72
1682	24343.4375	64
1683	24357.875	79
1684	24372.3125	78
1685	24386.75	81
1686	24401.1875	66
1687	24415.625	68
1688	24430.0625	73
1689	24444.5	80
1690	24458.9375	78
1691	24473.375	75
1692	24487.8125	75
1693	24502.25	68
1694	24516.6875	86
1695	24531.125	76
1696	24545.5625	83
1697	24560.0	81
1698	24574.4375	67
1699	24588.875	70
1700	24603.3125	73
1701	24617.75	78
1702	24632.1875	67
1703	24646.625	75
1704	24661.0625	67
1705	24675.5	69
1706	24689.9375	63
1707	24704.375	63
1708	24718.8125	62
1709	24733.25	74
1710	24747.6875	80
1711	24762.125	70
1712	24776.5625	80
1713	24791.0	63
1714	24805.4375	74
1715	24819.875	63
1716	24834.3125	71
1717	24848.75	64
1718	24863.1875	73
1719	24877.625	60
1720	24892.0625	75
1721	24906.5	73
1722	24920.9375	63
1723	24935.375	59
1724	24949.8125	63
1725	24964.25	71
1726	24978.6875	64
1727	24993.125	50
1728	25007.5625	75
1729	25022.0	69
1730	25036.4375	67
1731	25050.875	77
1732	25065.3125	67
1733	25079.75	58
1734	25094.1875	79
1735	25108.625	62
1736	25123.0625	62
1737	25137.5	72
1738	25151.9375	69
1739	25166.375	63
1740	25180.8125	62
1741	25195.25	71
1742	25209.6875	64
1743	25224.125	69
1744	25238.5625	58
1745	25253.0	65
1746	25267.4375	56
1747	25281.875	64
1748	25296.3125	54
1749	25310.75	63
1750	25325.1875	75
1751	25339.625	68
1752	25354.0625	61
1753	25368.5	50
1754	25382.9375	71
1755	25397.375	70
1756	25411.8125	55
1757	25426.25	54
1758	25440.6875	57
1759	25455.125	65
1760	25469.5625	71
1761	25484.0	62
1762	25498.4375	63
1763	25512.875	57
1764	25527.3125	53
1765	25541.75	48
1766	25556.1875	61
1767	25570.625	59
1768	25585.0625	60
1769	25599.5	55
1770	25613.9375	59
1771	25628.375	61
1772	25642.8125	65
1773	25657.25	68
1774	25671.6875	59
1775	25686.125	60
1776	25700.5625	67
1777	25715.0	57
1778	25729.4375	52
1779	25743.875	61
1780	25758.3125	71
1781	25772.75	72
1782	25787.1875	55
1783	25801.625	51
1784	25816.0625	56
1785	25830.5	49
1786	25844.9375	51
1787	25859.375	52
1788	25873.8125	57
1789	25888.25	56
1790	25902.6875	49
1791	25917.125	59
1792	25931.5625	64
1793	25946.0	58
1794	25960.4375	60
1795	25974.875	63
1796	25989.3125	50
1797	26003.75	65
1798	26018.1875	48
1799	26032.625	51
1800	26047.0625	63
1801	26061.5	58
1802	26075.9375	53
1803	26090.375	48
1804	26104.8125	51
1805	26119.25	49
1806	26133.6875	54
1807	26148.125	44
1808	26162.5625	54
1809	26177.0	44
1810	26191.4375	54
1811	26205.875	48
1812	26220.3125	55
1813	26234.75	48
1814	26249.1875	51
1815	26263.625	39
1816	26278.0625	50
1817	26292.5	68
1818	26306.9375	51
1819	26321.375	65
1820	26335.8125	59
1821	26350.25	47
1822	26364.6875	52
1823	26379.125	53
1824	26393.5625	57
1825	26408.0	55
1826	26422.4375	47
1827	26436.875	44
1828	26451.3125	44
1829	26465.75	49
1830	26480.1875	43
1831	26494.625	41
1832	26509.0625	45
1833	26523.5	49
1834	26537.9375	48
1835	26552.375	58
1836	26566.8125	49
1837	26581.25	35
1838	26595.6875	57
1839	26610.125	47
1840	26624.5625	37
1841	26639.0	72
1842	26653.4375	45
1843	26667.875	44
1844	26682.3125	37
1845	26696.75	46
1846	26711.1875	51
1847	26725.625	51
1848	26740.0625	47
1849	26754.5	55
1850	26768.9375	43
1851	26783.375	52
1852	26797.8125	50
1853	26812.25	46
1854	26826.6875	53
1855	26841.125	49
1856	26855.5625	42
1857	26870.0	46
1858	26884.4375	42
1859	26898.875	63
1860	26913.3125	55
1861	26927.75	60
1862	26942.1875	50
1863	26956.625	41
1864	26971.0625	55
1865	26985.5	51
1866	26999.9375	44
1867	27014.375	49
1868	27028.8125	45
1869	27043.25	57
1870	27057.6875	38
1871	27072.125	59
1872	27086.5625	40
1873	27101.0	43
1874	27115.4375	51
1875	27129.875	58
1876	27144.3125	32
1877	27158.75	56
1878	27173.1875	36
1879	27187.625	41
1880	27202.0625	43
1881	27216.5	41
1882	27230.9375	44
1883	27245.375	58
1884	27259.8125	47
1885	27274.25	46
1886	27288.6875	42
1887	27303.125	41
1888	27317.5625	36
1889	27332.0	45
1890	27346.4375	42
1891	27360.875	46
1892	27375.3125	37
1893	27389.75	34
1894	27404.1875	42
1895	27418.625	55
1896	27433.0625	39
1897	27447.5	38
1898	27461.9375	33
1899	27476.375	49
1900	27490.8125	40
1901	27505.25	39
1902	27519.6875	38
1903	27534.125	43
1904	27548.5625	41
1905	27563.0	41
1906	27577.4375	47
1907	27591.875	40
1908	27606.3125	44
1909	27620.75	36
1910	27635.1875	36
1911	27649.625	34
1912	27664.0625	37
1913	27678.5	34
1914	27692.9375	50
1915	27707.375	31
1916	27721.8125	51
1917	27736.25	34
1918	27750.6875	33
1919	27765.125	42
1920	27779.5625	41
1921	27794.0	38
1922	27808.4375	34
1923	27822.875	47
1924	27837.3125	36
1925	27851.75	39
1926	27866.1875	39
1927	27880.625	46
1928	27895.0625	25
1929	27909.5	28
1930	27923.9375	38
1931	27938.375	32
1932	27952.8125	41
1933	27967.25	41
1934	27981.6875	40
1935	27996.125	36
1936	28010.5625	48
1937	28025.0	28
1938	28039.4375	39
1939	28053.875	35
1940	28068.3125	33
1941	28082.75	39
1942	28097.1875	39
1943	28111.625	37
1944	28126.0625	44
1945	28140.5	35
1946	28154.9375	34
1947	28169.375	37
1948	28183.8125	38
1949	28198.25	28
1950	28212.6875	26
1951	28227.125	33
1952	28241.5625	38
1953	28256.0	41
1954	28270.4375	35
1955	28284.875	26
1956	28299.3125	36
1957	28313.75	34
1958	28328.1875	33
1959	28342.625	33
1960	28357.0625	40
1961	28371.5	26
1962	28385.9375	31
1963	28400.375	41
1964	28414.8125	34
1965	28429.25	33
1966	28443.6875	34
1967	28458.125	32
1968	28472.5625	30
1969	28487.0	31
1970	28501.4375	40
1971	28515.875	34
1972	28530.3125	37
1973	28544.75	40
1974	28559.1875	35
1975	28573.625	30
1976	28588.0625	39
1977	28602.5	35
1978	28616.9375	35
1979	28631.375	27
1980	28645.8125	39
1981	28660.25	32
1982	28674.6875	49
1983	28689.125	32
1984	28703.5625	38
1985	28718.0	33
1986	28732.4375	37
1987	28746.875	29
1988	28761.3125	35
1989	28775.75	36
1990	28790.1875	29
1991	28804.625	28
1992	28819.0625	26
1993	28833.5	30
1994	28847.9375	26
1995	28862.375	33
1996	28876.8125	50
1997	28891.25	33
1998	28905.6875	31
1999	28920.125	29
2000	28934.5625	32
2001	28949.0	30
2002	28963.4375	30
2003	28977.875	38
2004	28992.3125	29
2005	29006.75	37
2006	29021.1875	29
2007	29035.625	30
2008	29050.0625	28
2009	29064.5	26
2010	29078.9375	36
2011	29093.375	23
2012	29107.8125	29
2013	29122.25	27
2014	29136.6875	36
2015	29151.125	47
2016	29165.5625	30
2017	29180.0	29
2018	29194.4375	19
2019	29208.875	31
2020	29223.3125	30
2021	29237.75	24
2022	29252.1875	31
2023	29266.625	27
2024	29281.0625	28
2025	29295.5	25
2026	29309.9375	34
2027	29324.375	29
2028	29338.8125	29
2029	29353.25	37
2030	29367.6875	33
2031	29382.125	33
2032	29396.5625	32
2033	29411.0	24
2034	29425.4375	29
2035	29439.875	37
2036	29454.3125	27
2037	29468.75	31
2038	29483.1875	22
2039	29497.625	36
2040	29512.0625	30
2041	29526.5	38
2042	29540.9375	34
2043	29555.375	34
2044	29569.8125	27
2045	29584.25	24
2046	29598.6875	28
2047	29613.125	28
2048	29627.5625	18
2049	29642.0	36
2050	29656.4375	28
2051	29670.875	26
2052	29685.3125	35
2053	29699.75	25
2054	29714.1875	26
2055	29728.625	23
2056	29743.0625	29
2057	29757.5	28
2058	29771.9375	14
2059	29786.375	29
2060	29800.8125	27
2061	29815.25	28
2062	29829.6875	29
2063	29844.125	26
2064	29858.5625	27
2065	29873.0	21
2066	29887.4375	34
2067	29901.875	32
2068	29916.3125	29
2069	29930.75	28
2070	29945.1875	26
2071	29959.625	26
2072	29974.0625	20
2073	29988.5	22
2074	30002.9375	13
2075	30017.375	26
2076	30031.8125	33
2077	30046.25	24
2078	30060.6875	15
2079	30075.125	27
2080	30089.5625	19
2081	30104.0	28
2082	30118.4375	24
2083	30132.875	34
2084	30147.3125	30
2085	30161.75	29
2086	30176.1875	28
2087	30190.625	25
2088	30205.0625	28
2089	30219.5	32
2090	30233.9375	32
2091	30248.375	26
2092	30262.8125	21
2093	30277.25	28
2094	30291.6875	25
2095	30306.125	24
2096	30320.5625	19
2097	30335.0	16
2098	30349.4375	26
2099	30363.875	22
2100	30378.3125	26
2101	30392.75	25
2102	30407.1875	24
2103	30421.625	16
2104	30436.0625	22
2105	30450.5	20
2106	30464.9375	26
2107	30479.375	25
2108	30493.8125	29
2109	30508.25	19
2110	30522.6875	23
2111	30537.125	26
2112	30551.5625	28
2113	30566.0	21
2114	30580.4375	37
2115	30594.875	21
2116	30609.3125	28
2117	30623.75	25
2118	30638.1875	12
2119	30652.625	16
2120	30667.0625	35
2121	30681.5	27
2122	30695.9375	25
2123	30710.375	23
2124	30724.8125	16
2125	30739.25	20
2126	30753.6875	22
2127	30768.125	20
2128	30782.5625	20
2129	30797.0	22
2130	30811.4375	17
2131	30825.875	16
2132	30840.3125	21
2133	30854.75	25
2134	30869.1875	20
2135	30883.625	22
2136	30898.0625	26
2137	30912.5	29
2138	30926.9375	26
2139	30941.375	23
2140	30955.8125	20
2141	30970.25	21
2142	30984.6875	26
2143	30999.125	23
2144	31013.5625	16
2145	31028.0	23
2146	31042.4375	17
2147	31056.875	19
2148	31071.3125	22
2149	31085.75	26
2150	31100.1875	23
2151	31114.625	18
2152	31129.0625	22
2153	31143.5	16
2154	31157.9375	23
2155	31172.375	25
2156	31186.8125	18
2157	31201.25	15
2158	31215.6875	21
2159	31230.125	10
2160	31244.5625	28
2161	31259.0	15
2162	31273.4375	24
2163	31287.875	24
2164	31302.3125	29
2165	31316.75	23
2166	31331.1875	17
2167	31345.625	12
2168	31360.0625	19
2169	31374.5	14
2170	31388.9375	17
2171	31403.375	16
2172	31417.8125	22
2173	31432.25	24
2174	31446.6875	16
2175	31461.125	23
2176	31475.5625	21
2177	31490.0	27
2178	31504.4375	18
2179	31518.875	18
2180	31533.3125	17
2181	31547.75	16
2182	31562.1875	16
2183	31576.625	16
2184	31591.0625	26
2185	31605.5	19
2186	31619.9375	12
2187	31634.375	21
2188	31648.8125	6
2189	31663.25	20
2190	31677.6875	21
2191	31692.125	15
2192	31706.5625	16
2193	31721.0	22
2194	31735.4375	15
2195	31749.875	16
2196	31764.3125	23
2197	31778.75	18
2198	31793.1875	19
2199	31807.625	19
2200	31822.0625	13
2201	31836.5	17
2202	31850.9375	17
2203	31865.375	17
2204	31879.8125	10
2205	31894.25	19
2206	31908.6875	17
2207	31923.125	20
2208	31937.5625	18
2209	31952.0	14
2210	31966.4375	26
2211	31980.875	9
2212	31995.3125	19
2213	32009.75	16
2214	32024.1875	24
2215	32038.625	16
2216	32053.0625	21
2217	32067.5	10
2218	32081.9375	17
2219	32096.375	18
2220	32110.8125	22
2221	32125.25	15
2222	32139.6875	19
2223	32154.125	22
2224	32168.5625	25
2225	32183.0	20
2226	32197.4375	17
2227	32211.875	17
2228	32226.3125	19
2229	32240.75	20
2230	32255.1875	19
2231	32269.625	25
2232	32284.0625	15
2233	32298.5	19
2234	32312.9375	21
2235	32327.375	16
2236	32341.8125	14
2237	32356.25	25
2238	32370.6875	19
2239	32385.125	16
2240	32399.5625	17
2241	32414.0	16
2242	32428.4375	25
2243	32442.875	12
2244	32457.3125	17
2245	32471.75	19
2246	32486.1875	14
2247	32500.625	17
2248	32515.0625	17
2249	32529.5	6
2250	32543.9375	10
2251	32558.375	22
2252	32572.8125	15
2253	32587.25	18
2254	32601.6875	18
2255	32616.125	17
2256	32630.5625	15
2257	32645.0	17
2258	32659.4375	18
2259	32673.875	13
2260	32688.3125	22
2261	32702.75	18
2262	32717.1875	12
2263	32731.625	12
2264	32746.0625	17
2265	32760.5	22
2266	32774.9375	18
2267	32789.375	16
2268	32803.8125	12
2269	32818.25	13
2270	32832.6875	14
2271	32847.125	13
2272	32861.5625	13
2273	32876.0	21
2274	32890.4375	14
2275	32904.875	15
2276	32919.3125	23
2277	32933.75	17
2278	32948.1875	16
2279	32962.625	13
2280	32977.0625	14
2281	32991.5	14
2282	33005.9375	11
2283	33020.375	17
2284	33034.8125	14
2285	33049.25	19
2286	33063.6875	14
2287	33078.125	17
2288	33092.5625	24
2289	33107.0	20
2290	33121.4375	13
2291	33135.875	15
2292	33150.3125	22
2293	33164.75	13
2294	33179.1875	17
2295	33193.625	13
2296	33208.0625	17
2297	33222.5	18
2298	33236.9375	22
2299	33251.375	16
2300	33265.8125	15
2301	33280.25	18
2302	33294.6875	14
2303	33309.125	10
2304	33323.5625	17
2305	33338.0	8
2306	33352.4375	13
2307	33366.875	13
2308	33381.3125	14
2309	33395.75	18
2310	33410.1875	21
2311	33424.625	8
2312	33439.0625	14
2313	33453.5	19
2314	33467.9375	18
2315	33482.375	13
2316	33496.8125	16
2317	33511.25	10
2318	33525.6875	11
2319	33540.125	19
2320	33554.5625	13
2321	33569.0	14
2322	33583.4375	16
2323	33597.875	13
2324	33612.3125	16
2325	33626.75	13
2326	33641.1875	16
2327	33655.625	14
2328	33670.0625	12
2329	33684.5	15
2330	33698.9375	19
2331	33713.375	14
2332	33727.8125	9
2333	33742.25	13
2334	33756.6875	19
2335	33771.125	10
2336	33785.5625	15
2337	33800.0	14
2338	33814.4375	11
2339	33828.875	12
2340	33843.3125	16
2341	33857.75	17
2342	33872.1875	15
2343	33886.625	19
2344	33901.0625	10
2345	33915.5	12
2346	33929.9375	12
2347	33944.375	12
2348	33958.8125	13
2349	33973.25	12
2350	33987.6875	14
2351	34002.125	8
2352	34016.5625	20
2353	34031.0	10
2354	34045.4375	16
2355	34059.875	8
2356	34074.3125	8
2357	34088.75	6
2358	34103.1875	20
2359	34117.625	9
2360	34132.0625	10
2361	34146.5	16
2362	34160.9375	18
2363	34175.375	15
2364	34189.8125	21
2365	34204.25	15
2366	34218.6875	11
2367	34233.125	13
2368	34247.5625	16
2369	34262.0	18
2370	34276.4375	8
2371	34290.875	18
2372	34305.3125	6
2373	34319.75	17
2374	34334.1875	10
2375	34348.625	8
2376	34363.0625	9
2377	34377.5	15
2378	34391.9375	7
2379	34406.375	9
2380	34420.8125	15
2381	34435.25	14
2382	34449.6875	15
2383	34464.125	11
2384	34478.5625	13
2385	34493.0	9
2386	34507.4375	11
2387	34521.875	13
2388	34536.3125	12
2389	34550.75	12
2390	34565.1875	13
2391	34579.625	12
2392	34594.0625	8
2393	34608.5	12
2394	34622.9375	11
2395	34637.375	12
2396	34651.8125	12
2397	34666.25	10
2398	34680.6875	18
2399	34695.125	12
2400	34709.5625	11
2401	34724.0	17
2402	34738.4375	16
2403	34752.875	16
2404	34767.3125	10
2405	34781.75	18
2406	34796.1875	14
2407	34810.625	13
2408	34825.0625	12
2409	34839.5	12
2410	34853.9375	13
2411	34868.375	14
2412	34882.8125	8
2413	34897.25	14
2414	34911.6875	12
2415	34926.125	14
2416	34940.5625	12
2417	34955.0	13
2418	34969.4375	9
2419	34983.875	15
2420	34998.3125	11
2421	35012.75	9
2422	35027.1875	8
2423	35041.625	8
2424	35056.0625	16
2425	35070.5	11
2426	35084.9375	12
2427	35099.375	6
2428	35113.8125	8
2429	35128.25	12
2430	35142.6875	12
2431	35157.125	13
2432	35171.5625	12
2433	35186.0	17
2434	35200.4375	10
2435	35214.875	14
2436	35229.3125	11
2437	35243.75	9
2438	35258.1875	11
2439	35272.625	16
2440	35287.0625	14
2441	35301.5	12
2442	35315.9375	7
2443	35330.375	11
2444	35344.8125	11
2445	35359.25	16
2446	35373.6875	14
2447	35388.125	8
2448	35402.5625	10
2449	35417.0	13
2450	35431.4375	12
2451	35445.875	20
2452	35460.3125	13
2453	35474.75	16
2454	35489.1875	13
2455	35503.625	17
2456	35518.0625	16
2457	35532.5	16
2458	35546.9375	4
2459	35561.375	6
2460	35575.8125	8
2461	35590.25	6
2462	35604.6875	9
2463	35619.125	10
2464	35633.5625	5
2465	35648.0	12
2466	35662.4375	6
2467	35676.875	9
2468	35691.3125	12
2469	35705.75	6
2470	35720.1875	9
2471	35734.625	10
2472	35749.0625	10
2473	35763.5	9
2474	35777.9375	9
2475	35792.375	9
2476	35806.8125	10
2477	35821.25	10
2478	35835.6875	16
2479	35850.125	7
2480	35864.5625	11
2481	35879.0	10
2482	35893.4375	11
2483	35907.875	9
2484	35922.3125	9
2485	35936.75	9
2486	35951.1875	7
2487	35965.625	8
2488	35980.0625	5
2489	35994.5	13
2490	36008.9375	7
2491	36023.375	10
2492	36037.8125	6
2493	36052.25	7
2494	36066.6875	13
2495	36081.125	4
2496	36095.5625	9
2497	36110.0	8
2498	36124.4375	16
2499	36138.875	9
2500	36153.3125	17
2501	36167.75	11
2502	36182.1875	11
2503	36196.625	10
2504	36211.0625	9
2505	36225.5	11
2506	36239.9375	14
2507	36254.375	9
2508	36268.8125	6
2509	36283.25	8
2510	36297.6875	8
2511	36312.125	6
2512	36326.5625	13
2513	36341.0	14
2514	36355.4375	18
2515	36369.875	8
2516	36384.3125	10
2517	36398.75	13
2518	36413.1875	12
2519	36427.625	6
2520	36442.0625	14
2521	36456.5	9
2522	36470.9375	13
2523	36485.375	2
2524	36499.8125	15
2525	36514.25	10
2526	36528.6875	6
2527	36543.125	5
2528	36557.5625	7
2529	36572.0	9
2530	36586.4375	6
2531	36600.875	11
2532	36615.3125	7
2533	36629.75	8
2534	36644.1875	6
2535	36658.625	1
2536	36673.0625	10
2537	36687.5	9
2538	36701.9375	5
2539	36716.375	9
2540	36730.8125	9
2541	36745.25	11
2542	36759.6875	10
2543	36774.125	4
2544	36788.5625	8
2545	36803.0	5
2546	36817.4375	10
2547	36831.875	5
2548	36846.3125	12
2549	36860.75	12
2550	36875.1875	12
2551	36889.625	7
2552	36904.0625	13
2553	36918.5	10
2554	36932.9375	13
2555	36947.375	14
2556	36961.8125	13
2557	36976.25	7
2558	36990.6875	12
2559	37005.125	7
2560	37019.5625	6
2561	37034.0	5
2562	37048.4375	8
2563	37062.875	13
2564	37077.3125	8
2565	37091.75	14
2566	37106.1875	9
2567	37120.625	11
2568	37135.0625	11
2569	37149.5	8
2570	37163.9375	10
2571	37178.375	7
2572	37192.8125	12
2573	37207.25	11
2574	37221.6875	9
2575	37236.125	10
2576	37250.5625	14
2577	37265.0	6
2578	37279.4375	10
2579	37293.875	10
2580	37308.3125	7
2581	37322.75	11
2582	37337.1875	10
2583	37351.625	9
2584	37366.0625	4
2585	37380.5	6
2586	37394.9375	8
2587	37409.375	6
2588	37423.8125	12
2589	37438.25	7
2590	37452.6875	12
2591	37467.125	8
2592	37481.5625	8
2593	37496.0	5
2594	37510.4375	8
2595	37524.875	6
2596	37539.3125	6
2597	37553.75	9
2598	37568.1875	6
2599	37582.625	13
2600	37597.0625	10
2601	37611.5	9
2602	37625.9375	8
2603	37640.375	16
2604	37654.8125	9
2605	37669.25	5
2606	37683.6875	7
2607	37698.125	5
2608	37712.5625	11
2609	37727.0	4
2610	37741.4375	4
2611	37755.875	6
2612	37770.3125	9
2613	37784.75	10
2614	37799.1875	6
2615	37813.625	2
2616	37828.0625	11
2617	37842.5	7
2618	37856.9375	3
2619	37871.375	14
2620	37885.8125	7
2621	37900.25	8
2622	37914.6875	9
2623	37929.125	8
2624	37943.5625	8
2625	37958.0	6
2626	37972.4375	6
2627	37986.875	9
2628	38001.3125	11
2629	38015.75	10
2630	38030.1875	8
2631	38044.625	11
2632	38059.0625	10
2633	38073.5	3
2634	38087.9375	13
2635	38102.375	8
2636	38116.8125	4
2637	38131.25	8
2638	38145.6875	9
2639	38160.125	3
2640	38174.5625	9
2641	38189.0	11
2642	38203.4375	6
2643	38217.875	9
2644	38232.3125	5
2645	38246.75	9
2646	38261.1875	8
2647	38275.625	6
2648	38290.0625	10
2649	38304.5	5
2650	38318.9375	5
2651	38333.375	6
2652	38347.8125	8
2653	38362.25	8
2654	38376.6875	10
2655	38391.125	6
2656	38405.5625	11
2657	38420.0	10
2658	38434.4375	7
2659	38448.875	7
2660	38463.3125	8
2661	38477.75	10
2662	38492.1875	5
2663	38506.625	7
